,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
669,Valakampiai,Svajonių g.,115000,2556,2,45,1,4
670,Justiniškės,Taikos g.,97000,1592,2,60.94,2,6
671,Antakalnis,Antakalnio g.,85000,1099,4,77.37,9,12
672,Šnipiškės,Daugėliškio g.,74900,2675,1,28,5,11
673,Pašilaičiai,Jurgio Baltrušaičio g.,123000,1708,2,72,4,5
674,Pašilaičiai,Medeinos g.,71000,1060,3,67,7,7
675,Saulėtekis,Pylimėlių g.,178000,2282,3,78,4,4
676,Senamiestis,A. Stulginskio g.,149999,2727,2,55,5,6
677,Antakalnis,A. Kojelavičiaus g.,116000,1657,3,70,1,2
678,Markučiai,Subačiaus g.,23300,1363,1,17.1,1,1
679,Šnipiškės,Giedraičių g.,67000,1683,2,39.8,3,9
680,Justiniškės,Taikos g.,119000,1461,3,81.44,1,6
681,Užupis,Kreivasis skg.,265500,3198,3,83.01,3,3
682,Antakalnis,Žolyno g.,20000,1000,1,20,5,5
683,Užupis,Krivių g.,129000,2932,2,44,4,5
684,Senamiestis,Pamėnkalnio g.,159900,2708,2,59.04,2,4
685,Šnipiškės,Kalvarijų g.,93000,1192,4,78,3,5
686,Naujamiestis,Statybininkų g.,42900,2043,1,21,7,9
687,Pašilaičiai,Eitminų g.,66000,1273,2,51.83,6,9
688,Fabijoniškės,Salomėjos Nėries g.,76999,1426,2,54,3,10
689,Žvėrynas,Latvių g.,111000,2250,2,49.34,1,9
690,Užupis,Kreivasis skg.,166500,2999,3,55.52,2,3
691,Užupis,Kreivasis skg.,188000,2580,3,72.86,2,3
692,Pilaitė,Karaliaučiaus g.,83500,1971,2,42.37,3,9
693,Pilaitė,Vydūno g.,55000,1528,1,36,1,9
694,Naujamiestis,T. Ševčenkos g.,175000,1805,3,96.97,2,3
695,Lazdynėliai,Lazdynėlių g.,152440,2060,3,74,4,4
696,Viršuliškės,Viršuliškių g.,69300,2166,2,32,9,11
697,Senamiestis,Pamėnkalnio g.,227000,2467,4,92,4,5
698,Grigiškės,Šviesos g.,42000,1259,1,33.35,3,5
699,Antakalnis,Antakalnio g.,89900,2430,1,37,2,8
700,Žvėrynas,Latvių g.,279000,2645,4,105.47,2,2
701,Antakalnis,Žolyno g.,37800,1643,1,23,4,5
702,Justiniškės,Laisvės pr.,76500,1645,2,46.5,2,5
703,Baltupiai,Kazio Ulvydo g.,100000,2381,2,42,1,4
704,Naujoji Vilnia,Karklėnų g.,41200,1199,2,34.35,6,7
705,Naujininkai,Šaltkalvių g.,16000,593,1,27,5,5
706,Senamiestis,Vokiečių g.,315000,3316,3,95,3,4
707,Vilkpėdė,Savanorių pr.,194000,599,6,324,3,3
708,Fabijoniškės,Fabijoniškių g.,67000,1523,2,44,3,9
709,Šnipiškės,Krokuvos g.,59900,1130,3,53,0,4
710,Naujamiestis,Gerosios Vilties g.,128500,1768,3,72.69,2,9
711,Lazdynėliai,Lazdynėlių g.,70500,2311,1,30.5,3,4
712,Baltupiai,Jurgio Lebedžio g.,67500,2675,1,25.23,4,5
713,Antakalnis,Antakalnio g.,77000,2567,1,30,4,4
714,Antakalnis,Antakalnio g.,74000,1727,2,42.86,4,5
715,Pilaitė,Įsruties g.,63500,1221,2,52,7,9
716,Karoliniškės,Algimanto Petro Kavoliuko g.,62000,1240,2,50,5,9
717,Šiaurės miestelis,S. Žukausko g.,168000,2136,3,78.65,6,6
718,Grigiškės,Žalioji g.,52999,1309,2,40.5,2,2
719,Naujoji Vilnia,Parko g.,22500,703,1,32,2,5
720,Šeškinė,Buivydiškių g.,72000,1333,2,54,9,12
721,Pilaitė,Priegliaus g.,89700,1725,2,52,3,7
722,Naujamiestis,T. Ševčenkos g.,175000,1805,2,96.97,2,3
723,Naujamiestis,Mindaugo g.,199000,2764,4,72.01,4,4
724,Jeruzalė,Rugių g.,199900,1559,5,128.19,4,5
725,Senamiestis,V. Šopeno g.,135000,2547,2,53.01,2,3
726,Santariškės,Santariškių g.,115900,1984,2,58.42,1,3
727,Senamiestis,Šv. Stepono g.,169000,2486,3,67.99,2,5
728,Naujoji Vilnia,Stepono Batoro g.,63000,1112,3,56.65,1,1
729,Užupis,Paupio g.,115000,2674,1,43,1,3
730,Valakampiai,Nugalėtojų g.,330000,2782,3,118.6,3,3
731,Užupis,Kreivasis skg.,138000,3196,2,43.18,3,3
732,Fabijoniškės,S. Stanevičiaus g.,85500,1276,3,67.02,9,10
733,Šnipiškės,Kalvarijų g.,56000,2240,1,25,1,1
734,Užupis,Kaukysos g.,120000,2353,2,51,6,6
735,Užupis,Polocko g.,49999,2941,1,17,2,3
736,Žirmūnai,Žirmūnų g.,46000,2140,1,21.5,5,9
737,Pilaitė,Elbingo g.,94999,1900,2,50,4,4
738,Pilaitė,Vydūno g.,68000,1114,3,61.04,7,9
739,Šiaurės miestelis,Žygio g.,137000,1855,3,73.85,7,9
740,Antakalnis,Svajonių g.,360126,1683,4,213.98,1,2
741,Lazdynėliai,Neužmirštuolių g.,180000,1169,5,154,2,3
742,Senamiestis,Sodų g.,105000,2609,1,40.25,2,3
743,Žirmūnai,Minties g.,75000,1708,2,43.92,5,5
744,Naujamiestis,Gerosios Vilties g.,26300,2192,1,12,4,5
745,Pašilaičiai,Eitminų g.,133000,1663,3,80,7,9
746,Viršuliškės,Viršuliškių g.,74000,1156,3,64,5,9
747,Grigiškės,Šviesos g.,45000,1366,1,32.94,2,5
748,Senamiestis,Vingrių g.,139000,3390,2,41,1,4
749,Burbiškės,Eišiškių pl.,72500,2500,1,29,3,5
750,Senamiestis,Pylimo g.,235000,3357,3,70,1,3
751,Šeškinė,Ukmergės g.,67900,1095,3,62,5,5
752,Lazdynėliai,Lazdynėlių g.,89000,1745,2,51,1,5
753,Žvėrynas,Kęstučio g.,43500,1318,1,33,1,2
754,Senamiestis,Literatų g.,135000,2379,3,56.75,1,2
755,Justiniškės,Rygos g.,79900,1582,2,50.52,3,13
756,Senamiestis,Pylimo g.,107000,2140,2,50,3,4
757,Antakalnis,Šilo g.,129000,2756,2,46.81,2,2
758,Šnipiškės,Kernavės g.,86500,2094,2,41.31,3,7
759,Valakampiai,Vaidilutės g.,188000,2308,3,81.47,1,2
760,Valakampiai,Vaidilutės g.,165000,2025,4,81.47,1,2
761,Pilaitė,I. Simonaitytės g.,115000,1864,2,61.68,2,4
762,Senamiestis,Markučių g.,295000,2149,5,137.27,2,3
763,Užupis,Markučių g.,295000,2149,5,137.27,2,3
764,Dvarčionys,Keramikų g.,68000,1360,2,50,2,4
765,Šnipiškės,Rinktinės g.,187000,4104,2,45.56,2,7
766,Šeškinė,Buivydiškių g.,92000,1438,3,64,1,9
767,Viršuliškės,Viršuliškių g.,137400,1811,4,75.89,8,11
768,Viršuliškės,Viršuliškių g.,84300,1925,2,43.79,5,11
769,Viršuliškės,Viršuliškių g.,127800,1712,4,74.63,2,11
770,Pašilaičiai,Budiniškių g.,97500,1483,3,65.76,1,5
771,Pašilaičiai,Budiniškių g.,113000,1469,4,76.92,2,5
772,Pašilaičiai,Budiniškių g.,115500,1573,3,73.42,4,5
773,Pašilaičiai,Perkūnkiemio g.,113000,1355,3,83.37,6,10
774,Užupis,Malūnų g.,176000,4142,2,42.49,2,3
775,Užupis,Paupio g.,119500,2390,3,50,3,5
776,Fabijoniškės,L. Giros g.,83900,1257,3,66.73,4,10
777,Šeškinė,Ozo g.,90000,1924,2,46.78,3,5
778,Pilaitė,Gilužio g.,76000,1571,2,48.38,1,3
779,Pilaitė,Gilužio g.,103700,1599,3,64.85,1,3
780,Vilkpėdė,Savanorių pr.,82000,1200,2,68.34,3,3
781,Žirmūnai,Sporto g.,210000,1858,5,113,5,6
782,Lazdynai,Kazimiero Jelskio g.,300000,2793,2,107.4,4,4
783,Pašilaičiai,Perkūnkiemio g.,65400,1595,1,41,9,9
784,Jeruzalė,Kazio Borutos g.,99999,1650,2,60.6,6,6
785,Šnipiškės,Kalvarijų g.,35000,1861,1,18.81,8,12
786,Žirmūnai,Žirmūnų g.,102500,2509,2,40.85,2,4
787,Pašilaičiai,Leičių g.,61000,1286,2,47.43,9,9
788,Fabijoniškės,Liudviko Zamenhofo g.,149999,1635,3,91.75,4,6
789,Antakalnis,Pasakų g.,395000,4938,3,80,2,2
790,Antakalnis,Pasakų g.,360000,4500,3,80,2,2
791,Filaretai,Rudens g.,159000,1993,3,79.77,4,5
792,Antakalnis,Rudens g.,159000,1993,3,79.77,4,5
793,Karoliniškės,Igno Šimulionio g.,159900,2016,3,79.3,1,2
794,Naujamiestis,Aguonų g.,215000,3707,2,58,5,6
795,Senamiestis,Gėlių g.,299000,2875,3,104,2,2
796,Justiniškės,Laisvės pr.,122000,1455,4,83.86,2,5
797,Turniškės,Nemenčinės pl.,300000,2262,4,132.61,2,3
798,Antakalnis,Nemenčinės pl.,300000,2262,4,132.61,2,3
799,Valakampiai,Nemenčinės pl.,300000,2262,4,132.61,2,3
800,Bajorai,Bajorų kel.,105000,1780,2,59,2,4
801,Karoliniškės,Algimanto Petro Kavoliuko g.,125900,1495,3,84.2,4,9
802,Senamiestis,Paupio g.,119500,2390,3,50,3,5
803,Fabijoniškės,P. Žadeikos g.,90000,947,3,95,6,13
804,Senamiestis,J. Savickio g.,96500,1589,2,60.72,0,3
805,Vilkpėdė,Vilkpėdės g.,147000,1959,3,75.04,4,7
806,Užusieniai,Dubičių g.,71000,640,3,111,1,2
807,Lazdynėliai,Lazdynėlių g.,103700,1599,3,64.85,1,4
808,Lazdynėliai,Lazdynėlių g.,71000,1621,2,43.81,2,4
809,Lazdynėliai,Lazdynėlių g.,106000,1540,3,68.85,2,4
810,Pašilaičiai,Pavilnionių g.,87900,1783,2,49.3,2,5
811,Lazdynėliai,Jonažolių g.,133000,2151,2,61.83,8,9
812,Pilaitė,Priegliaus g.,109969,1669,2,65.89,1,8
813,Aukštieji Paneriai,Juodšilių g.,43500,1497,1,29.05,5,5
814,Kalnėnai,Valonų g.,84000,1050,4,80,2,3
815,Pašilaičiai,Laisvės pr.,69900,1294,2,54,5,5
816,Šnipiškės,Jurgio Lebedžio g.,150000,2331,3,64.34,1,5
817,Justiniškės,Talino g.,107000,1950,3,54.88,2,5
818,Lazdynai,Architektų g.,77500,1250,3,62,5,5
819,Šeškinė,Gelvonų g.,77500,1462,2,53,12,16
820,Naujamiestis,S. Konarskio g.,180000,1978,4,91,3,5
821,Bajorai,Jono Kairiūkščio g.,75000,1415,2,53,8,9
822,Užupis,Manufaktūrų g.,156000,2371,3,65.79,2,6
823,Užupis,Manufaktūrų g.,87172,2479,1,35.16,2,6
824,Antakalnis,Gailestingųjų Seserų g.,199000,2726,3,73,1,3
825,Fabijoniškės,Salomėjos Nėries g.,68000,1511,2,45,11,12
826,Pašilaičiai,Leičių g.,90000,1261,3,71.37,3,9
827,Senamiestis,M. K. Čiurlionio g.,280000,4641,2,60.33,3,7
828,Žvėrynas,Sėlių g.,139000,2279,2,61,2,3
829,Užupis,Paupio g.,259000,3648,3,71,2,2
830,Pilaitė,Vydūno g.,65999,1875,2,35.2,1,9
831,Lazdynai,Jonažolių g.,119000,1788,2,66.56,5,9
832,Pilaitė,I. Simonaitytės g.,142000,2119,3,67,6,6
833,Antakalnis,Saulėtekio al.,168000,2025,3,82.98,3,4
834,Antakalnis,Kirtavietės g.,109000,1656,3,65.84,2,4
835,Senamiestis,Subačiaus g.,49900,4339,1,11.5,1,4
836,Užupis,Malūnų g.,183780,3195,3,57.52,2,3
837,Senamiestis,Bazilijonų g.,162014,2950,3,54.92,4,4
838,Pašilaičiai,Pavilnionių g.,86500,1694,2,51.05,2,5
839,Pilaitė,M. Mažvydo g.,95000,1817,2,52.28,5,5
840,Senamiestis,V. Šopeno g.,160000,1967,5,81.35,3,4
841,Lazdynai,Jonažolių g.,72777,1702,2,42.77,5,5
842,Pašilaičiai,Perkūnkiemio g.,89777,1425,2,63,8,9
843,Pašilaičiai,Perkūnkiemio g.,89500,1778,2,50.35,10,12
844,Naujoji Vilnia,Parko g.,71500,1006,3,71.08,1,12
845,Senamiestis,Žygimanto Liauksmino g.,499000,2697,5,185,3,4
846,Naujamiestis,M. K. Čiurlionio g.,280000,4641,2,60.33,3,7
847,Senamiestis,Vilniaus g.,120000,4000,1,30,1,4
848,Žvėrynas,Kęstučio g.,43500,1318,2,33,1,2
849,Lazdynai,Erfurto g.,68500,1047,3,65.41,1,9
850,Lazdynėliai,Bukčių g.,102230,1630,3,62.71,2,5
851,Lazdynėliai,Bukčių g.,111920,1676,3,66.79,2,5
852,Senamiestis,Šv. Mykolo g.,495000,2912,5,170,2,2
853,Naujamiestis,Vilniaus g.,280000,2705,4,103.5,3,6
854,Naujoji Vilnia,A. Paškevič-Ciotkos g.,72500,1036,3,70,6,6
855,Naujamiestis,Kauno g.,109000,1648,2,66.16,5,6
856,Senamiestis,Bazilijonų g.,112320,2808,2,40,2,3
857,Jeruzalė,Mykolo Marcinkevičiaus g.,143000,1363,3,104.93,2,4
858,Antakalnis,Švyturio g.,56000,1747,1,32.05,4,5
859,Senamiestis,Ligoninės g.,149000,3333,3,44.7,2,2
860,Senamiestis,Šiaulių g.,219500,3991,2,55,3,4
861,Baltupiai,Juozo Balčikonio g.,120000,1820,2,65.92,4,5
862,Šnipiškės,Kalvarijų g.,175000,2293,3,76.31,6,7
863,Žvėrynas,Stirnų g.,225000,2228,3,101,1,4
864,Senamiestis,Subačiaus g.,599000,4103,5,146,5,5
865,Naujamiestis,Smolensko g.,139990,1892,3,74,3,3
866,Senamiestis,A. Vienuolio g.,218000,1929,4,113,4,4
867,Pašilaičiai,Ukmergės g.,113700,1458,3,78,5,6
868,Naujoji Vilnia,Parko g.,36500,1141,1,32,5,9
869,Naujininkai,Šaltkalvių g.,26100,1450,1,18,4,5
870,Lazdynai,Šiltnamių g.,27100,1694,1,16,4,4
871,Lazdynėliai,Bukčių g.,137670,1707,4,80.66,2,5
872,Lazdynėliai,Bukčių g.,74410,1723,2,43.18,2,5
873,Lazdynėliai,Bukčių g.,94050,1719,3,54.71,2,5
874,Lazdynėliai,Bukčių g.,90020,1637,3,54.98,2,5
875,Lazdynėliai,Bukčių g.,67680,1566,2,43.22,2,5
876,Lazdynėliai,Bukčių g.,67840,1677,2,40.46,2,5
877,Šiaurės miestelis,Kareivių g.,82000,2130,2,38.5,2,4
878,Antakalnis,Saulės g.,160000,2478,3,64.56,2,3
879,Pilaitė,Papilėnų g.,124000,1253,5,99,5,5
880,Valakampiai,Turniškių g.,229500,2441,4,94,3,3
881,Šiaurės miestelis,Žygio g.,105000,1974,2,53.18,2,8
882,Naujamiestis,Statybininkų g.,177000,3430,2,51.61,7,9
883,Lazdynėliai,Lazdynėlių g.,119999,2222,3,54,2,4
884,Justiniškės,Taikos g.,82900,1337,3,62,5,5
885,Šnipiškės,Rinktinės g.,177000,4658,2,38,4,7
886,Senamiestis,Teatro g.,750000,2863,6,262,3,5
887,Žirmūnai,Žirmūnų g.,175000,2650,3,66.03,1,4
888,Žirmūnai,Žirmūnų g.,180000,2669,3,67.43,1,4
889,Pašilaičiai,Leičių g.,59999,1247,2,48.1,7,9
890,Baltupiai,Jeronimo Ralio g.,57500,1855,2,31,2,5
891,Šnipiškės,Kalvarijų g.,27500,1528,1,18,9,12
892,Pilaitė,Vydūno g.,53200,1478,1,36,4,5
893,Pilaitė,Priegliaus g.,135000,2109,3,64,3,5
894,Viršuliškės,Viršuliškių g.,91500,1366,3,67,1,5
895,Senamiestis,T. Kosciuškos g.,282000,2580,4,109.3,4,4
896,Didieji Gulbinai,Toluvos g.,61000,1017,3,60,2,2
897,Viršuliškės,Viršilų g.,120000,1500,3,80,17,23
898,Pilaitė,I. Kanto al.,81000,1157,3,70,9,9
899,Naujamiestis,Kauno g.,139990,1892,2,74,3,3
900,Jeruzalė,Mykolo Sleževičiaus g.,105000,2306,3,45.54,4,6
901,Visoriai,Mykolo Sleževičiaus g.,105000,2306,3,45.54,4,6
902,Senamiestis,Bazilijonų g.,200000,2400,4,83.34,2,4
903,Senamiestis,A. Jakšto g.,145000,2685,2,54,5,5
904,Žirmūnai,Raitininkų g.,151000,3643,2,41.45,3,7
905,Lazdynai,M. Mironaitės g.,87000,1891,2,46,3,6
906,Senamiestis,Žemaitijos g.,189317,3155,3,60,3,4
907,Žirmūnai,Tuskulėnų g.,84700,1715,2,49.39,4,9
908,Šnipiškės,Apkasų g.,64900,1411,2,46,5,5
909,Šeškinė,Ozo g.,101000,1965,2,51.4,3,5
910,Lazdynėliai,Lazdynėlių g.,99000,1814,3,54.58,2,4
911,Naujamiestis,Skroblų g.,57900,1398,2,41.42,5,12
912,Žvėrynas,Blindžių g.,67000,1971,2,34,1,2
913,Žvėrynas,Blindžių g.,67000,1971,1,34,1,2
914,Užupis,Krivių g.,430,9,2,45.7,1,7
915,Pilaitė,Gilužio g.,76000,1532,2,49.62,2,3
916,Aukštieji Paneriai,Juodšilių g.,45000,1125,2,40,1,2
917,Senamiestis,Krivūlės g.,154420,2608,3,59.21,2,4
918,Užupis,Krivūlės g.,154420,2608,3,59.21,2,4
919,Senamiestis,Krivūlės g.,127833,2144,3,59.62,2,4
920,Užupis,Krivūlės g.,127833,2144,3,59.62,2,4
921,Valakampiai,Rato g.,220000,2981,3,73.79,2,3
922,Naujoji Vilnia,Linksmoji g.,60000,1340,2,44.77,1,5
923,Šnipiškės,Kalvarijų g.,59000,1769,2,33.35,3,4
924,Lazdynėliai,Lazdynėlių g.,75000,1563,2,48,2,4
925,Pilaitė,Bitėnų g.,119000,1951,3,61,2,4
926,Pilaitė,Karaliaučiaus g.,87000,2122,2,41,3,4
927,Pilaitė,Bitėnų g.,87000,2122,2,41,3,4
928,Senamiestis,Totorių g.,179000,2093,3,85.53,3,4
929,Pilaitė,Bitėnų g.,87000,2122,2,41,3,4
930,Karoliniškės,Loretos Asanavičiūtės g.,60500,1235,2,49,1,9
931,Lazdynai,Architektų g.,60500,1235,2,49,1,9
932,Šnipiškės,A. Juozapavičiaus g.,149000,2980,2,50,5,11
933,Pašilaičiai,Leičių g.,105000,1536,3,68.37,4,9
934,Pašilaičiai,Leičių g.,105000,1536,3,68.37,4,9
935,Antakalnis,Antakalnio g.,138750,2290,3,60.59,3,4
936,Antakalnis,Antakalnio g.,78750,2290,2,34.39,3,3
937,Antakalnis,Antakalnio g.,91000,2264,2,40.19,3,3
938,Antakalnis,Antakalnio g.,113767,2290,2,49.68,3,3
939,Balsiai,Žvorūnos g.,125000,1214,4,103,1,2
940,Verkiai,Žvorūnos g.,125000,1214,4,103,1,2
941,Antakalnis,Balžio g.,265000,1352,6,196.06,3,3
942,Karoliniškės,Loretos Asanavičiūtės g.,95000,1338,3,71,9,9
943,Karoliniškės,Loretos Asanavičiūtės g.,95000,1338,3,71,9,9
944,Pašilaičiai,Perkūnkiemio g.,80000,1359,2,58.85,9,12
945,Naujamiestis,Vytenio g.,85293,1790,2,47.65,4,5
946,Naujamiestis,Vytenio g.,53410,1650,2,32.37,4,5
947,Šiaurės miestelis,Juozo Balčikonio g.,175000,2333,3,75,2,5
948,Baltupiai,Juozo Balčikonio g.,175000,2333,3,75,2,5
949,Lazdynėliai,Jonažolių g.,185000,1869,4,99,3,9
950,Naujoji Vilnia,Pramonės g.,28500,950,1,30,4,4
951,Naujoji Vilnia,Pramonės g.,28900,1014,1,28.5,4,4
952,Naujoji Vilnia,Pramonės g.,27550,950,1,29,4,4
953,Naujoji Vilnia,Pramonės g.,25700,918,1,28,4,4
954,Naujoji Vilnia,Pramonės g.,27550,950,1,29,4,4
955,Antakalnis,Žirgo g.,95000,1397,3,68,2,2
956,Antakalnis,Žirgo g.,93000,1348,3,69,2,2
957,Antakalnis,Žirgo g.,93000,1329,3,70,2,2
958,Lazdynai,Kazimiero Jelskio g.,179000,3355,2,53.35,1,4
959,Fabijoniškės,P. Žadeikos g.,115000,1305,4,88.15,8,13
960,Pašilaičiai,Pavilnionių g.,79900,2062,2,38.75,4,5
961,Šiaurės miestelis,S. Žukausko g.,115000,1500,3,76.69,2,8
962,Žirmūnai,S. Žukausko g.,115000,1500,3,76.69,2,8
963,Pilaitė,Gilužio g.,99000,1640,3,60.35,2,3
964,Antakalnis,Filaretų g.,99000,919,3,107.72,4,4
965,Žirmūnai,Raitininkų g.,130000,2515,2,51.7,6,7
966,Žirmūnai,Raitininkų g.,133000,2598,2,51.2,6,7
967,Naujoji Vilnia,Parko g.,55000,1100,2,50,4,5
968,Naujamiestis,V. Pietario g.,22500,1250,1,18,2,5
969,Naujininkai,Panevėžio g.,145000,1450,4,100,3,5
970,Žvėrynas,Pieninės g.,177000,3278,3,54,6,6
971,Grigiškės,Vilniaus g.,55000,1310,2,42,1,3
972,Antakalnis,Žolyno g.,210000,1841,4,114.09,3,6
973,Pilaitė,Priegliaus g.,96900,1821,2,53.22,7,9
974,Pilaitė,Priegliaus g.,96900,1821,2,53.22,7,9
975,Naujoji Vilnia,Pramonės g.,31500,1086,1,29,4,4
976,Antakalnis,Rato g.,118000,2807,2,42.04,1,3
977,Valakampiai,Rato g.,118000,2807,2,42.04,1,3
978,Antakalnis,Rato g.,92000,3169,1,29.03,1,3
979,Valakampiai,Rato g.,92000,3169,1,29.03,1,3
980,Naujamiestis,Švitrigailos g.,43500,2559,1,17,4,4
981,Naujamiestis,Savanorių pr.,80000,1409,3,56.76,3,5
982,Viršuliškės,Viršuliškių g.,67000,1052,3,63.67,1,9
983,Ožkiniai,Vilkynės g.,75000,761,3,98.49,2,2
984,Senamiestis,Šermukšnių g.,140000,1599,2,87.53,1,3
985,Senamiestis,Labdarių g.,630000,3990,5,157.9,5,5
986,Šnipiškės,Linkmenų g.,125000,2742,2,45.59,5,9
987,Lazdynai,Erfurto g.,72000,1182,3,60.93,4,5
988,Antakalnis,Kalno g.,80000,1291,3,61.95,2,2
989,Burbiškės,Eišiškių pl.,119900,1998,3,60,4,5
990,Šiaurės miestelis,Žirmūnų g.,106500,2536,2,42,8,9
991,Žirmūnai,Žirmūnų g.,106500,2536,2,42,8,9
992,Pilaitė,Juodkrantės g.,72000,2000,1,36,4,4
993,Senamiestis,V. Šopeno g.,90000,3000,1,30,2,4
994,Antakalnis,P. Vileišio g.,137500,2743,2,50.12,3,4
995,Antakalnis,P. Vileišio g.,137500,2743,2,50.12,3,4
996,Antakalnis,P. Vileišio g.,216000,3001,3,71.97,4,4
997,Užupis,Olandų g.,145000,2377,3,61,2,5
998,Antakalnis,Olandų g.,145000,2373,3,61.1,2,5
999,Užupis,Olandų g.,199000,2330,4,85.4,1,5
1000,Užupis,Olandų g.,110000,2350,2,46.8,2,5
1001,Užupis,Olandų g.,65000,2766,1,23.5,3,6
1002,Naujamiestis,T. Ševčenkos g.,149000,1774,2,84,2,6
1003,Užupis,Olandų g.,79000,2557,1,30.9,1,5
1004,Užupis,Olandų g.,79000,2557,1,30.9,1,5
1005,Užupis,Olandų g.,99431,2825,2,35.2,2,5
1006,Užupis,Olandų g.,73713,3137,1,23.5,2,5
1007,Žirmūnai,Žirmūnų g.,77000,1203,3,64,3,9
1008,Rasos,Birbynių g.,75000,1479,3,50.7,2,2
1009,Pilaitė,Pilkalnio g.,90188,1111,3,81.15,3,3
1010,Antakalnis,Vaidilutės g.,165000,2025,3,81.47,1,2
1011,Valakampiai,Vaidilutės g.,165000,2025,4,81.47,1,2
1012,Pilaitė,Papilėnų g.,124000,1253,5,99,5,5
1013,Pilaitė,Papilėnų g.,124000,1253,5,99,5,5
1014,Pilaitė,I. Kanto al.,124000,1240,5,100,5,5
1015,Pilaitė,I. Kanto al.,124000,1253,4,99,5,5
1016,Senamiestis,Antano Tumėno g.,510000,3400,3,150,17,18
1017,Žvėrynas,Antano Tumėno g.,510000,3400,3,150,17,18
1018,Šnipiškės,Kalvarijų g.,50000,1766,2,28.32,3,4
1019,Jeruzalė,Kviečių g.,135810,1800,3,75.45,4,4
1020,Fabijoniškės,Liudviko Zamenhofo g.,105000,1544,3,68,3,8
1021,Užupis,Krivių g.,199000,3109,3,64,1,5
1022,Santariškės,Santariškių g.,165000,2577,3,64.02,1,3
1023,Žirmūnai,M. Katkaus g.,76300,2848,1,26.79,2,9
1024,Žirmūnai,Jurgio Lebedžio g.,115000,2500,3,46,4,5
1025,Baltupiai,Jurgio Lebedžio g.,115000,2500,3,46,4,5
1026,Baltupiai,Jurgio Lebedžio g.,115000,2500,3,46,4,5
1027,Antakalnis,Žirgo g.,159000,1887,4,84.26,5,20
1028,Antakalnis,Žirgo g.,159000,1887,3,84.26,5,20
1029,Senamiestis,Šv. Kazimiero g.,199000,2798,3,71.11,1,2
1030,Užupis,Šv. Kazimiero g.,199000,2798,3,71.11,1,2
1031,Jeruzalė,Baltupio g.,138000,1894,4,72.88,1,5
1032,Baltupiai,Baltupio g.,138000,1894,4,72.88,1,5
1033,Naujamiestis,Mindaugo g.,155000,2580,3,60.07,1,4
1034,Senamiestis,Šv. Jono g.,225000,2632,3,85.48,1,3
1035,Senamiestis,J. Basanavičiaus g.,649000,3009,4,215.68,4,5
1036,Senamiestis,J. Basanavičiaus g.,649000,3009,5,215.68,4,5
1037,Šeškinė,Dūkštų g.,63000,1251,2,50.35,6,9
1038,Baltupiai,Didlaukio g.,50100,1625,1,30.83,2,6
1039,Baltupiai,Didlaukio g.,56200,1399,2,40.16,2,6
1040,Baltupiai,Didlaukio g.,56200,1400,2,40.13,2,6
1041,Jeruzalė,Didlaukio g.,63900,1591,1,40.16,2,6
1042,Pilaitė,Bitėnų g.,79900,1737,2,46,3,4
1043,Pilaitė,Bitėnų g.,79900,1737,2,46,3,4
1044,Pilaitė,Bitėnų g.,79900,1776,2,45,3,4
1045,Paneriai,Juodšilių g.,43500,1497,1,29.05,5,5
1046,Aukštieji Paneriai,Juodšilių g.,43500,1497,1,29.05,5,5
1047,Valakampiai,Balžio g.,220000,1849,3,119,2,2
1048,Antakalnis,Balžio g.,220000,1849,3,119,2,2
1049,Naujamiestis,M. K. Čiurlionio g.,144000,2214,3,65.05,1,1
1050,Pašilaičiai,Leičių g.,115000,1702,3,67.57,6,9
1051,Šnipiškės,Kalvarijų g.,19900,1114,1,17.86,8,12
1052,Baltupiai,Kalvarijų g.,19900,1114,1,17.86,8,12
1053,Pašilaičiai,Pavilnionių g.,94000,1546,2,60.79,7,9
1054,Pašilaičiai,Pavilnionių g.,94000,1546,3,60.79,7,9
1055,Markučiai,Subačiaus g.,35999,1402,1,25.68,3,5
1056,Rasos,Subačiaus g.,35999,1402,1,25.68,3,5
1057,Užupis,Subačiaus g.,35999,1402,1,25.68,3,5
1058,Turniškės,Turniškių g.,210000,3443,2,61,2,3
1059,Antakalnis,Turniškių g.,210000,3443,2,61,2,3
1060,Valakampiai,Turniškių g.,210000,3443,2,61,2,3
1061,Naujamiestis,Dariaus ir Girėno g.,43000,1218,2,35.3,4,5
1062,Naujininkai,Dariaus ir Girėno g.,42999,1218,2,35.3,4,5
1063,Šnipiškės,Giedraičių g.,81900,1569,2,52.2,1,4
1064,Naujamiestis,Z. Sierakausko g.,531875,3700,4,143.75,4,4
1065,Justiniškės,Rygos g.,83000,1235,3,67.2,3,9
1066,Žirmūnai,Sporto g.,172000,2240,2,76.8,5,6
1067,Žirmūnai,Sporto g.,172000,2240,2,76.8,5,6
1068,Žirmūnai,Sporto g.,172000,2240,3,76.8,5,6
1069,Pašilaičiai,Girulių g.,91500,1452,2,63,5,9
1070,Pašilaičiai,Girulių g.,86500,1415,2,61.14,5,9
1071,Baltupiai,Ateities g.,44999,1337,2,33.66,5,6
1072,Visoriai,Ateities g.,44999,1337,2,33.66,5,6
1073,Baltupiai,Ateities g.,44999,1337,2,33.66,5,6
