,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
263,Fabijoniškės,Salomėjos Nėries g.,72000,1732,2,41.57,1,12
264,Pilaitė,Pajautos g.,84000,1355,3,62,5,5
265,Žvėrynas,Birutės g.,155500,2508,3,62,2,2
266,Lazdynai,Architektų g.,81690,1050,4,77.8,4,5
267,Lazdynai,Jonažolių g.,95000,2065,2,46,5,9
268,Šiaurės miestelis,S. Žukausko g.,180000,2047,4,87.94,6,9
269,Naujininkai,Šaltkalvių g.,34000,1093,1,31.1,9,9
270,Lazdynėliai,Lazdynėlių g.,58700,2185,1,26.87,4,4
271,Pilaitė,Karaliaučiaus g.,135000,1378,4,98,5,5
272,Lazdynai,Architektų g.,54000,1636,1,33,2,12
273,Pašilaičiai,Eitminų g.,75000,1786,2,42,7,9
274,Naujamiestis,Mindaugo g.,136000,2267,2,60,3,6
275,Šeškinė,Šeškinės g.,59000,1670,1,35.32,1,5
276,Pašilaičiai,Budiniškių g.,70000,1648,1,42.48,2,5
277,Naujamiestis,Vinco Kudirkos g.,525888,3320,4,158.38,3,3
278,Žirmūnai,Sporto g.,132800,2388,2,55.6,1,4
279,Žirmūnai,Sporto g.,193500,2282,4,84.8,2,6
280,Žirmūnai,Sporto g.,150800,2257,2,66.8,1,6
281,Žirmūnai,Kalvarijų g.,115000,2724,2,42.22,1,1
282,Senamiestis,Aguonų g.,275000,2696,4,102,4,6
283,Naujamiestis,Savanorių pr.,70000,1892,2,37,3,4
284,Naujamiestis,Gedimino pr.,386000,3784,3,102,3,6
285,Pilaitė,Įsruties g.,75000,1364,2,55,2,9
286,Žirmūnai,Žirmūnų g.,65000,2167,1,30,3,9
287,Naujoji Vilnia,Pramonės g.,28900,1014,1,28.5,4,4
288,Fabijoniškės,Salomėjos Nėries g.,79900,1902,2,42,5,12
289,Antakalnis,Žolyno g.,129500,2205,2,58.74,4,4
290,Žirmūnai,Trinapolio g.,149000,2525,3,59,9,10
291,Karoliniškės,Sausio 13-osios g.,66000,1375,2,48,4,5
292,Bajorai,Salaspilio g.,129000,2048,3,63,2,2
293,Naujininkai,Šaltkalvių g.,60000,1205,2,49.8,1,5
294,Pilaitė,I. Kanto al.,85900,1227,3,70,4,9
295,Justiniškės,Taikos g.,73900,1442,2,51.25,3,9
296,Žirmūnai,M. Katkaus g.,144500,2779,2,52,6,7
297,Didieji Gulbinai,Skalvos g.,92000,1122,4,82,2,2
298,Naujoji Vilnia,Pramonės g.,22700,783,1,29,2,4
299,Naujamiestis,Aludarių g.,132100,2916,2,45.3,2,6
300,Pilaitė,Vydūno g.,99800,2020,2,49.4,4,9
301,Antakalnis,Duburio g.,91700,1910,2,48,3,4
302,Senamiestis,A. Goštauto g.,156000,2889,2,54,4,5
303,Rasos,Liepkalnio g.,19950,570,1,35,1,1
304,Šnipiškės,Kalvarijų g.,49999,1149,2,43.52,1,1
305,Baltupiai,Kalvarijų g.,85000,2361,1,36,1,4
306,Lazdynėliai,Lazdynėlių g.,79000,2194,1,36,2,4
307,Pašilaičiai,Žemynos g.,89000,2342,2,38,1,5
308,Žirmūnai,Trinapolio g.,125000,2345,3,53.3,8,9
309,Žvėrynas,Liepyno g.,111000,2220,2,50,2,5
310,Žirmūnai,Tuskulėnų g.,65000,1970,1,33,2,5
311,Antakalnis,Švyturio g.,87200,1889,2,46.17,5,5
312,Šeškinė,Paberžės g.,67000,1523,2,44,1,9
313,Šiaurės miestelis,Ulonų g.,125000,2273,2,55,8,9
314,Antakalnis,Žirgo g.,93000,1348,3,69,2,2
315,Šeškinė,Ukmergės g.,64000,1227,2,52.14,2,16
316,Antakalnis,M. Počobuto g.,250000,2148,4,116.37,2,3
317,Naujamiestis,Geležinio Vilko g.,69000,1923,2,35.89,5,14
318,Fabijoniškės,Fabijoniškių g.,88000,1073,4,82,4,16
319,Žirmūnai,Žirmūnų g.,105000,1641,3,64,10,10
320,Valakampiai,Nemenčinės pl.,224000,3028,3,73.97,2,3
321,Žvėrynas,Sėlių g.,99000,1948,2,50.82,4,5
322,Pašilaičiai,Grigalaukio g.,55800,2174,1,25.67,1,8
323,Antakalnis,P. Vileišio g.,119000,2644,2,45,5,5
324,Avižieniai,Sudervės kel.,83000,1133,4,73.26,2,3
325,Pilaitė,Gilužio g.,71000,1815,1,39.11,2,5
326,Karoliniškės,Sausio 13-osios g.,115000,1386,2,83,2,7
327,Fabijoniškės,Fabijoniškių g.,63800,1261,2,50.58,2,9
328,Lazdynai,Architektų g.,75000,902,4,83.12,5,5
329,Naujamiestis,Savanorių pr.,73000,1659,2,44,3,5
330,Naujoji Vilnia,Pramonės g.,23000,821,2,28,2,4
331,Pašilaičiai,Virbeliškių g.,71500,1788,2,40,1,7
332,Pašilaičiai,Laisvės pr.,78000,1539,2,50.69,8,9
333,Lazdynai,Lazdynėlių g.,69000,1725,2,40,4,4
334,Žirmūnai,Raitininkų g.,131900,2273,2,58.03,2,7
335,Žirmūnai,Raitininkų g.,179100,2820,3,63.5,7,7
336,Naujininkai,Dzūkų g.,62000,1439,2,43.1,5,5
337,Lazdynėliai,Jonažolių g.,169000,2113,3,80,1,6
338,Naujininkai,Šaltkalvių g.,67900,1269,2,53.5,1,5
339,Naujamiestis,J. Basanavičiaus g.,140000,2009,3,69.68,2,2
340,Antakalnis,Nemenčinės pl.,189000,2992,3,63.16,2,7
341,Justiniškės,Taikos g.,74000,1104,3,67,3,5
342,Žirmūnai,Žirmūnų g.,82999,1775,2,46.75,2,5
343,Žirmūnai,Žirmūnų g.,105000,1694,3,62,2,5
344,Naujininkai,A. Jaroševičiaus g.,34900,1586,1,22,1,2
345,Visoriai,Visorių g.,75000,2500,1,30,1,5
346,Fabijoniškės,Salomėjos Nėries g.,68000,1587,2,42.84,12,12
347,Vilkpėdė,Vilkpėdės g.,145000,2302,2,63,4,6
348,Pašilaičiai,Medeinos g.,85000,1371,3,62,7,9
349,Karoliniškės,Algimanto Petro Kavoliuko g.,64000,1000,3,64,7,12
350,Senamiestis,Šv. Ignoto g.,270000,3453,3,78.2,1,3
351,Žemieji Paneriai,Vaduvos g.,40000,1081,2,37,4,6
352,Žvėrynas,Sakalų g.,219900,2187,3,100.56,1,5
353,Pilaitė,Elbingo g.,101500,1869,2,54.32,3,4
354,Pašilaičiai,Perkūnkiemio g.,94000,1484,2,63.33,9,9
355,Šeškinė,Šeškinės g.,118000,1735,3,68,6,6
356,Jeruzalė,Rugių g.,75000,1961,1,38.24,5,5
357,Lazdynai,Architektų g.,28000,1647,1,17,1,1
358,Pilaitė,I. Kanto al.,95000,1352,3,70.25,5,5
359,Salininkai,Salininkų g.,49000,1062,2,46.14,3,3
360,Pašilaičiai,Perkūnkiemio g.,95000,1589,2,59.8,8,12
361,Antakalnis,Šilo g.,234900,2524,4,93.05,2,3
362,Žirmūnai,Žirmūnų g.,153000,2186,3,70,5,12
363,Pilaitė,M. Mažvydo g.,83000,1800,2,46.1,4,7
364,Šeškinė,Paberžės g.,61000,1743,1,35,2,5
365,Baltupiai,Ateities g.,36000,1636,1,22,5,5
366,Naujoji Vilnia,Gerovės g.,51000,1447,2,35.24,3,5
367,Naujoji Vilnia,Parko g.,33000,647,2,51,0,12
368,Pašilaičiai,Ukmergės g.,125000,1564,4,79.9,6,6
369,Karoliniškės,Loretos Asanavičiūtės g.,46000,1411,1,32.6,8,9
370,Užupis,Krivių g.,249000,3507,3,71,2,4
371,Balsiai,Verkių Riešės g.,90000,1250,3,72,2,2
372,Senamiestis,K. Vanagėlio g.,1275000,2125,8,600,1,1
373,Grigiškės,Kovo 11-osios g.,79450,1135,4,70,3,5
374,Antakalnis,Antakalnio g.,68000,1659,2,41,5,5
375,Antakalnis,Ajerų g.,105000,1010,4,104,1,2
376,Fabijoniškės,Gedvydžių g.,52000,1300,1,40,4,5
377,Žvėrynas,Paribio g.,175000,2574,3,68,5,5
378,Pašilaičiai,Dociškių g.,101900,1841,3,55.35,1,8
379,Šiaurės miestelis,S. Žukausko g.,299999,2609,3,115,7,10
380,Jeruzalė,Rugių g.,95000,1290,4,73.64,2,5
381,Šnipiškės,Daugėliškio g.,124000,2441,2,50.8,3,11
382,Senamiestis,Subačiaus g.,285000,2681,3,106.29,2,3
383,Naujamiestis,A. Vivulskio g.,149900,1972,3,76,2,4
384,Žirmūnai,M. Katkaus g.,142500,2740,2,52,3,7
385,Naujamiestis,Savanorių pr.,158000,3233,2,48.87,4,9
386,Naujoji Vilnia,Pramonės g.,34000,1133,2,30,1,1
387,Jeruzalė,Rugių g.,103000,1693,2,60.84,2,5
388,Senamiestis,Odminių g.,359000,3653,3,98.27,1,3
389,Šnipiškės,Daugėliškio g.,107500,2198,2,48.9,3,11
390,Užupis,Kreivasis skg.,135000,2652,2,50.91,1,3
391,Karoliniškės,Igno Šimulionio g.,160000,2000,3,80,1,3
392,Naujamiestis,Muitinės g.,127000,2048,3,62,3,5
393,Fabijoniškės,Fabijoniškių g.,86000,1284,3,67,9,9
394,Fabijoniškės,P. Žadeikos g.,89000,1155,4,77.07,1,12
395,Bajorai,Bajorų Sodų 2-oji g.,135000,2077,3,65,1,2
396,Šeškinė,Buivydiškių g.,56900,1585,1,35.91,1,12
397,Šiaurės miestelis,S. Žukausko g.,86500,2110,1,41,2,5
398,Naujoji Vilnia,Linksmoji g.,78000,975,3,80,1,5
399,Žirmūnai,Minties g.,68600,2117,1,32.41,3,9
400,Žirmūnai,Žirmūnų g.,82000,2370,2,34.6,4,6
401,Karoliniškės,Apolinaro Juozo Povilaičio g.,63000,1283,2,49.1,1,9
402,Pilaitė,Tolminkiemio g.,94000,2089,2,45,2,4
403,Pašilaičiai,Gabijos g.,102000,1645,3,62,4,7
404,Žirmūnai,Apkasų g.,49900,1921,1,25.97,4,5
405,Naujamiestis,Panerių g.,120000,2500,2,48,2,3
406,Fabijoniškės,Fabijoniškių g.,117977,2107,2,56,1,9
407,Žvėrynas,Elnių g.,179000,3226,2,55.48,2,4
408,Žvėrynas,Liubarto g.,405000,2499,5,162.09,5,5
409,Žvėrynas,Latvių g.,445000,3504,3,127,3,5
410,Saulėtekis,Plytinės g.,149800,1805,3,83,4,5
411,Žvėrynas,Stumbrų g.,115000,3382,2,34,5,6
412,Žirmūnai,Piromonto g.,129900,2433,2,53.4,1,7
413,Naujamiestis,Aguonų g.,31000,1805,1,17.17,2,4
414,Rasos,Stadiono g.,151000,1841,3,82,3,5
415,Baltupiai,Visorių g.,99000,1642,2,60.31,2,6
416,Užupis,Polocko g.,690000,3843,5,179.53,4,4
417,Valakampiai,Svajonių g.,154977,2870,2,54,2,3
418,Naujoji Vilnia,Linksmoji g.,110000,1437,3,76.54,1,5
419,Pilaitė,M. Mažvydo g.,132000,1845,3,71.54,4,6
420,Pilaitė,Padekaniškių g.,163500,1777,3,92,1,4
421,Pašilaičiai,Eitminų g.,73000,1966,2,37.14,6,9
422,Visoriai,Visorių g.,139000,2206,3,63,4,6
423,Naujamiestis,J. Basanavičiaus g.,66900,3345,1,20,2,4
424,Pilaitė,I. Kanto al.,91500,1302,3,70.25,6,9
425,Naujamiestis,Savanorių pr.,65000,1383,2,47,4,9
426,Pašilaičiai,Perkūnkiemio g.,85000,1635,2,52,2,8
427,Šeškinė,Dūkštų g.,65000,1763,1,36.87,1,9
428,Pašilaičiai,Laisvės pr.,69900,1986,2,35.2,1,9
429,Senamiestis,Trakų g.,182000,2000,2,91,4,4
430,Vilkpėdė,Vilkpėdės g.,75000,2027,1,37,1,9
431,Bajorai,Bajorų kel.,138000,1605,3,86,8,10
432,Pilaitė,I. Kanto al.,87800,1254,3,70,8,9
433,Justiniškės,Taikos g.,89000,1072,4,83,5,9
434,Naujamiestis,V. Pietario g.,73300,1650,2,44.43,4,5
435,Žvėrynas,Vilkų g.,224000,2800,3,80,3,4
436,Baltupiai,Jurgio Lebedžio g.,76500,2459,1,31.11,3,5
437,Pašilaičiai,Girulių g.,72500,1718,2,42.21,4,9
438,Pašilaičiai,Medeinos g.,65000,1295,2,50.19,6,9
439,Naujoji Vilnia,Dūmų g.,39500,1317,2,30,2,2
440,Pašilaičiai,Perkūnkiemio g.,84500,1681,2,50.27,12,12
441,Šeškinė,Gelvonų g.,75000,1181,3,63.5,6,9
442,Karoliniškės,Apolinaro Juozo Povilaičio g.,65000,1300,2,50,4,9
443,Žirmūnai,Trinapolio g.,118000,1921,2,61.44,2,11
444,Žirmūnai,Žirmūnų g.,79000,1784,2,44.28,3,5
445,Antakalnis,Švyturio g.,156000,1770,3,88.16,5,5
446,Senamiestis,S. Skapo g.,160000,5333,2,30,1,3
447,Antakalnis,Filaretų g.,220000,2481,3,88.68,4,7
448,Lazdynai,Jonažolių g.,118000,1947,2,60.6,6,6
449,Naujamiestis,Iešmininkų g.,23000,561,1,41,1,1
450,Pašilaičiai,Č. Sugiharos g.,149000,2582,2,57.7,5,9
451,Lazdynėliai,Neužmirštuolių g.,148000,996,4,148.58,4,4
452,Šnipiškės,Tuskulėnų g.,59500,1812,1,32.84,5,5
453,Antakalnis,P. Vileišio g.,98000,2085,2,47,3,4
454,Senamiestis,Trakų g.,182000,3124,2,58.26,3,3
455,Naujininkai,Kaminkelio g.,124500,1482,3,84,5,6
456,Šiaurės miestelis,S. Žukausko g.,169000,1837,3,92,6,9
457,Žirmūnai,Raitininkų g.,133000,2598,2,51.2,6,7
458,Baltupiai,Kazio Ulvydo g.,119000,2683,2,44.35,2,5
459,Pašilaičiai,Laisvės pr.,74900,2128,2,35.2,1,9
460,Fabijoniškės,Salomėjos Nėries g.,83000,1239,2,67,7,12
461,Užupis,Kreivasis skg.,280000,3502,4,79.95,3,3
462,Antakalnis,P. Vileišio g.,72000,1626,2,44.28,5,5
463,Šeškinė,Čiobiškio g.,62000,1771,1,35,2,5
464,Naujamiestis,Aludarių g.,128400,2816,2,45.6,2,5
465,Naujamiestis,Aludarių g.,137800,2707,2,50.91,2,5
466,Antakalnis,Saulės g.,157000,2181,3,72,1,3
467,Šnipiškės,Linkmenų g.,140800,2436,3,57.8,2,6
468,Šnipiškės,Linkmenų g.,108800,2597,2,41.9,2,6
469,Šnipiškės,Linkmenų g.,207300,2710,4,76.5,6,6
470,Šnipiškės,Linkmenų g.,261700,2604,4,100.5,5,6
471,Šnipiškės,Linkmenų g.,108800,2350,2,46.3,2,6
472,Šnipiškės,Linkmenų g.,81700,2610,1,31.3,1,6
473,Šnipiškės,Linkmenų g.,134900,2346,3,57.5,2,6
474,Šiaurės miestelis,Žygio g.,157000,2093,3,75,6,9
475,Žvėrynas,Kęstučio g.,171500,2680,2,64,2,3
476,Žirmūnai,Piromonto g.,125000,2451,2,51,6,9
477,Viršuliškės,Viršuliškių g.,48000,1455,1,33,4,9
478,Bajorai,Šventeliškių g.,127500,1992,3,64,2,2
479,Naujininkai,Dzūkų g.,85000,1328,3,64,1,5
480,Naujininkai,Dzūkų g.,61500,1344,2,45.76,5,5
481,Lazdynai,Erfurto g.,84900,1327,4,64,7,9
482,Pilaitė,Įsruties g.,92000,1260,3,73,1,9
483,Pašilaičiai,Leičių g.,59500,1309,2,45.45,4,9
484,Naujininkai,Zanavykų g.,56000,1931,1,29,4,4
485,Šiaurės miestelis,Kazimiero Ladygos g.,103000,1883,2,54.69,4,8
486,Bajorai,Jono Kairiūkščio g.,95000,1785,2,53.22,8,9
487,Lazdynėliai,Jonažolių g.,135500,1872,3,72.37,2,6
488,Naujamiestis,K. Donelaičio g.,475888,3173,4,150,8,9
489,Žvėrynas,Blindžių g.,123000,3727,1,33,3,5
490,Naujamiestis,Aludarių g.,110900,2504,1,44.29,2,5
491,Karoliniškės,Virginijaus Druskio g.,58000,1237,2,46.9,3,5
492,Senamiestis,Gedimino pr.,529000,3527,5,150,2,3
493,Pilaitė,Vydūno g.,91971,1314,3,70,3,5
494,Antakalnis,Antakalnio g.,78000,1857,2,42,3,5
495,Naujamiestis,Panerių g.,180000,1875,3,96,1,1
496,Fabijoniškės,S. Stanevičiaus g.,99000,1222,4,81,2,5
497,Žirmūnai,Minties g.,99500,1631,3,61,2,5
498,Senamiestis,Gynėjų g.,187000,2786,2,67.11,6,9
499,Pašilaičiai,Leičių g.,54990,1209,2,45.5,8,9
500,Šnipiškės,Rinktinės g.,105000,1886,2,55.66,3,4
501,Lazdynai,M. Mironaitės g.,115000,1961,2,58.65,6,6
502,Šnipiškės,Rinktinės g.,73000,1460,2,50,2,9
503,Naujoji Vilnia,Parko g.,78000,1099,4,71,4,5
504,Žirmūnai,Kareivių g.,35200,1956,1,18,5,5
505,Antakalnis,Antakalnio g.,105000,1522,4,69,2,5
506,Pilaitė,Tolminkiemio g.,72000,2057,1,35,1,7
507,Antakalnis,Pauliaus Širvio g.,58500,1887,1,31,3,5
508,Žvėrynas,Saltoniškių g.,190000,2568,2,74,2,10
509,Fabijoniškės,L. Giros g.,22000,733,1,30,7,9
510,Žvėrynas,Latvių g.,205000,3839,2,53.4,3,5
511,Grigiškės,Vilniaus g.,40000,1379,1,29,1,2
512,Pilaitė,Įsruties g.,84000,1217,3,69,5,9
513,Lazdynai,Architektų g.,49000,1531,1,32,1,5
514,Šnipiškės,Rinktinės g.,73000,1460,2,50,2,9
515,Užupis,Olandų g.,65500,1955,2,33.5,5,5
516,Šnipiškės,Daugėliškio g.,79000,2633,1,30,8,11
517,Lazdynai,Erfurto g.,74000,1574,2,47,5,5
518,Jeruzalė,Baltupio g.,139000,1759,2,79,2,3
519,Šnipiškės,Žalgirio g.,235000,2156,5,109,5,5
520,Senamiestis,Vilniaus g.,149000,3229,2,46.14,3,6
521,Senamiestis,A. Jakšto g.,145000,2685,2,54,5,5
522,Lazdynai,Erfurto g.,69900,1147,3,60.95,3,5
523,Pilaitė,M. Mažvydo g.,71500,2167,1,33,6,9
524,Naujamiestis,M. K. Čiurlionio g.,250000,4545,2,55,1,5
525,Antakalnis,Antakalnio g.,60000,2000,1,30,4,5
526,Žirmūnai,Žirmūnų g.,65000,1354,2,48.02,2,5
527,Senamiestis,Gedimino pr.,135000,914,1,147.7,6,6
528,Šnipiškės,Kalvarijų g.,35000,1667,1,21,6,12
529,Naujamiestis,M. K. Čiurlionio g.,280000,2667,4,105,2,4
530,Žirmūnai,Žirmūnų g.,106500,2556,2,41.67,2,4
531,Jeruzalė,Kalvarijų Sodų 5-oji g.,184000,1760,3,104.56,1,2
532,Antakalnis,Vytauto Žalakevičiaus g.,173000,3083,2,56.12,1,7
533,Justiniškės,Mozūriškių g.,120000,2313,2,51.88,3,4
534,Viršuliškės,Viršuliškių g.,64500,1391,2,46.36,12,12
535,Žirmūnai,Sporto g.,172000,2240,2,76.8,5,6
536,Šnipiškės,Durpių g.,285000,1420,6,200.73,3,3
537,Žemieji Paneriai,Vaduvos g.,59400,1200,2,49.5,3,10
538,Užupis,Paupio g.,160000,4146,2,38.59,1,2
539,Antakalnis,M. K. Paco g.,97000,1568,2,61.88,1,2
540,Pašilaičiai,Medeinos g.,71999,1075,3,67,3,5
541,Senamiestis,Literatų g.,145000,2544,3,57,1,3
542,Naujamiestis,Smolensko g.,200000,2935,2,68.15,4,11
543,Karoliniškės,Sausio 13-osios g.,55000,1667,1,33,2,12
544,Grigiškės,Jaunimo skg.,28600,1589,1,18,3,5
545,Senamiestis,Mindaugo g.,296000,3654,3,81,2,5
546,Pilaitė,Tolminkiemio g.,94000,2000,2,47,4,5
547,Naujininkai,Šaltkalvių g.,32000,1475,1,21.7,8,9
548,Justiniškės,Justiniškių g.,73000,1090,3,67,5,5
549,Justiniškės,Justiniškių g.,133900,1326,3,101,4,6
550,Naujamiestis,T. Ševčenkos g.,79980,2666,2,30,4,5
551,Bajorai,Bajorų kel.,139000,2417,3,57.51,3,6
552,Pilaitė,Papilėnų g.,74700,1067,3,70.01,4,5
553,Antakalnis,Smėlio g.,106000,1763,3,60.11,1,3
554,Karoliniškės,Algimanto Petro Kavoliuko g.,59999,1818,1,33,5,9
555,Karoliniškės,Algimanto Petro Kavoliuko g.,58000,1234,2,47,5,5
556,Antakalnis,Svajonių g.,115000,2556,2,45,1,4
557,Žirmūnai,Žirmūnų g.,125000,2083,3,60,3,11
558,Lazdynai,Jonažolių g.,122000,1785,3,68.34,2,9
559,Senamiestis,Gedimino pr.,235000,2022,4,116.25,3,4
560,Šnipiškės,Kalvarijų g.,250000,3040,4,82.25,2,4
561,Fabijoniškės,Fabijoniškių g.,90000,1111,4,81,3,9
562,Senamiestis,Aguonų g.,198000,2712,2,73,4,6
563,Salininkai,Pupinės g.,68800,1106,3,62.22,4,5
564,Pašilaičiai,Žemynos g.,114000,1281,4,89,2,2
565,Naujamiestis,Gerosios Vilties g.,26500,1559,1,17,4,5
566,Naujoji Vilnia,Dūmų g.,22750,1264,1,18,1,1
567,Naujamiestis,T. Ševčenkos g.,196075,2500,2,78.43,4,6
568,Naujamiestis,A. Vivulskio g.,110000,2895,2,38,6,12
569,Senamiestis,Šiaulių g.,159000,3533,2,45,2,4
570,Šeškinė,Ukmergės g.,55000,1551,1,35.45,4,5
571,Verkiai,Trinapolio g.,107000,2074,2,51.59,2,11
572,Šnipiškės,Giedraičių g.,70000,856,4,81.82,1,1
573,Antakalnis,Rudens g.,169000,2021,3,83.63,3,4
574,Naujamiestis,A. Jakšto g.,172000,3159,3,54.45,2,5
575,Senamiestis,Mėsinių g.,635000,4432,4,143.29,2,3
576,Žirmūnai,Tuskulėnų g.,60000,1818,1,33,4,5
577,Naujininkai,Eišiškių pl.,75000,2401,1,31.24,2,3
578,Antakalnis,Lentupio g.,160000,1604,4,99.74,2,6
579,Naujamiestis,Gedimino pr.,152000,3494,2,43.5,3,6
580,Žvėrynas,Elnių g.,127000,2268,2,56,6,7
581,Senamiestis,Pylimo g.,195000,2897,3,67.32,1,3
582,Šnipiškės,A. Juozapavičiaus g.,215000,3308,2,65,6,7
583,Pilaitė,I. Kanto al.,83000,1186,3,70,9,9
584,Pilaitė,Nidos g.,135000,1800,3,75,4,9
585,Senamiestis,Žemaitijos g.,117000,2666,1,43.89,2,3
586,Šnipiškės,Kalvarijų g.,89000,1742,2,51.1,5,5
587,Fabijoniškės,S. Stanevičiaus g.,89000,1309,3,68,4,5
588,Šnipiškės,Daugėliškio g.,210000,4038,2,52,5,11
589,Justiniškės,Sūduvių g.,147900,1789,3,82.67,1,2
590,Jeruzalė,Bitininkų g.,65000,1625,1,40,4,5
591,Fabijoniškės,Salomėjos Nėries g.,79000,1407,2,56.13,8,12
592,Žvėrynas,Miglos g.,69000,1078,3,64,1,5
593,Šiaurės miestelis,S. Žukausko g.,125000,2315,2,54,5,8
594,Naujamiestis,Birželio 23-iosios g.,70000,1577,2,44.4,2,5
595,Bajorai,Bajorų kel.,94999,2262,2,42,4,4
596,Visoriai,Mykolo Sleževičiaus g.,67500,2184,1,30.9,3,6
597,Pilaitė,Karaliaučiaus g.,86000,925,4,93,2,3
598,Užupis,Polocko g.,144000,2400,2,60,1,4
599,Pašilaičiai,Dociškių g.,88000,1660,2,53,4,5
600,Naujininkai,Šaltkalvių g.,35000,1667,1,21,7,9
601,Pilaitė,I. Kanto al.,86000,1229,3,69.95,3,5
602,Fabijoniškės,L. Giros g.,131000,1926,3,68,2,6
603,Naujininkai,Baltosios Vokės g.,9850,597,1,16.49,2,3
604,Žirmūnai,Raitininkų g.,190600,2807,3,67.9,7,7
605,Žirmūnai,Raitininkų g.,128200,2504,2,51.2,5,7
606,Gineitiškės,Bijūnų g.,54000,750,3,72,2,3
607,Žvėrynas,Malonioji g.,110000,1684,3,65.31,1,2
608,Karoliniškės,Algimanto Petro Kavoliuko g.,64000,1000,3,64,1,9
609,Jeruzalė,Rugių g.,168500,1398,4,120.5,4,5
610,Naujamiestis,Panerių g.,95000,2262,2,42,2,2
611,Žirmūnai,Piromonto g.,121800,2833,2,43,1,9
612,Naujamiestis,Naugarduko g.,80000,2645,1,30.25,3,3
613,Lazdynėliai,Lazdynėlių g.,68000,2230,1,30.5,3,4
614,Valakampiai,Nemenčinės pl.,155000,3021,2,51.3,3,4
615,Naujamiestis,K. Kalinausko g.,650000,6989,3,93,6,6
616,Naujoji Vilnia,Genių g.,73000,1043,4,70,2,5
617,Senamiestis,Aušros Vartų g.,980000,1441,20,680,1,2
618,Pašilaičiai,Pavilnionių g.,118000,1934,3,61,3,9
619,Fabijoniškės,S. Stanevičiaus g.,80000,1198,3,66.77,6,9
620,Žirmūnai,Rinktinės g.,79800,1247,3,64,8,9
621,Vilkpėdė,Vilkpėdės g.,65000,1551,1,41.9,1,6
622,Naujininkai,Dariaus ir Girėno g.,42999,1218,2,35.3,4,5
623,Baltupiai,Mokyklos g.,48000,1600,1,30,1,5
624,Baltupiai,Didlaukio g.,79000,1597,2,49.46,9,9
625,Naujamiestis,Smolensko g.,122000,2773,2,44,1,8
626,Žvėrynas,Sėlių g.,125000,2880,1,43.4,2,4
627,Naujamiestis,Gedimino pr.,175000,3528,2,49.6,3,6
628,Naujamiestis,Gedimino pr.,317000,3484,3,91,5,6
629,Antakalnis,Nemenčinės pl.,80500,2300,2,35,3,4
630,Antakalnis,Antakalnio g.,91000,2275,2,40,4,4
631,Antakalnis,Žirgo g.,84000,2270,2,37,3,4
632,Antakalnis,V. Grybo g.,29500,1639,1,18,4,5
633,Senamiestis,Pranciškonų g.,399000,3046,5,131,1,2
634,Senamiestis,T. Kosciuškos g.,261000,3035,3,86,2,4
635,Šnipiškės,Žalgirio g.,80000,3077,1,26,7,7
636,Karoliniškės,Dariaus Gerbutavičiaus g.,102400,1264,4,81,2,5
637,Žirmūnai,Tuskulėnų g.,120000,1967,3,61,2,5
638,Senamiestis,Paupio g.,79000,2104,2,37.55,2,4
639,Antakalnis,Švyturio g.,182828,1775,4,103,5,5
640,Naujoji Vilnia,Pramonės g.,26000,1320,1,19.7,3,4
641,Antakalnis,Duburio g.,67500,1350,2,50,2,4
642,Šiaurės miestelis,Žygio g.,77920,1540,2,50.61,5,7
643,Lazdynėliai,Jonažolių g.,112000,1741,2,64.32,6,6
644,Antakalnis,Vytauto Žalakevičiaus g.,225000,3082,3,73,1,5
645,Baltupiai,Vito Gerulaičio g.,165000,2551,2,64.69,5,5
646,Pilaitė,Karaliaučiaus g.,80000,1940,2,41.23,2,5
647,Antakalnis,Šilo g.,125000,2178,2,57.39,5,5
648,Fabijoniškės,Gedvydžių g.,83000,1249,3,66.43,4,10
649,Naujamiestis,Gerosios Vilties g.,25900,2590,1,10,5,5
650,Fabijoniškės,P. Žadeikos g.,79000,1897,1,41.65,3,8
651,Senamiestis,Vasario 16-osios g.,178000,2738,3,65,1,3
652,Šeškinė,Paberžės g.,49900,1663,1,30,1,9
653,Verkiai,Trinapolio g.,139990,2373,3,59,5,9
654,Pilaitė,M. Pretorijaus g.,130000,1467,4,88.63,5,5
655,Antakalnis,Antakalnio g.,100000,1392,3,71.86,5,5
656,Grigiškės,Vilniaus g.,112000,1665,3,67.25,4,5
657,Jeruzalė,Kalvarijų g.,102000,1440,2,70.85,6,6
658,Lazdynėliai,Lazdynėlių g.,88500,2159,2,41,3,4
659,Naujamiestis,Švitrigailos g.,136300,1861,3,73.25,2,4
660,Senamiestis,M. Antokolskio g.,178000,2657,3,67,2,3
661,Naujamiestis,Vytenio g.,83700,1574,2,53.18,4,4
662,Justiniškės,Rygos g.,55800,1529,1,36.5,6,9
663,Žvėrynas,Paribio g.,127500,2500,2,51,2,5
664,Dvarčionys,Keramikų g.,37500,1014,2,37,3,3
665,Fabijoniškės,Fabijoniškių g.,84500,1457,2,58,5,5
666,Žirmūnai,Raitininkų g.,153500,2656,3,57.8,2,7
667,Justiniškės,Laisvės pr.,119000,2052,3,58,3,6
668,Fabijoniškės,Salomėjos Nėries g.,73500,1670,2,44,4,12
