id;adresas;namo_valdytojas;valdymo_forma;paskyrimo_pagrindas;administratoriaus_pabaigos_Data;paskirtis;uni_nr;bendr_plotas;naud_plotas;build_year;renov_metai;renovacijos_statusas;energ_naudingumo_klase;butu_skaicius;negyvenamuju_palapu_skaicius;korpusas;sklypo_plotas
5700;Šaltkalvių g. 44;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-0023-7012;3013.45;2496.85;1970;;Nerenovuotas;;55;0;1A5p;0.00
5701;Šaltkalvių g. 48;UAB Orenus;Administravimas;2018-12-17 Nr. 30-3831/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1096-8019-5011;6192.16;5134.76;1968;;Nerenovuotas;;100;0;1A5p;0.00
5702;Šaltkalvių g. 50A;UAB Naujininkų ūkis;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1097-6012-3015;474.97;392.58;1976;2016;Renovuotas;;7;0;1A3p;0.00
5703;Šaltkalvių g. 54;UAB Orenus;Administravimas;2018-12-17 Nr. 30-3831/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1097-3012-8010;4662.80;3900.94;1973;;Nerenovuotas;;80;2;1A5p;0.00
5704;Šaltkalvių g. 56;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-2013-7015;3656.81;3289.78;1972;;Nerenovuotas;;108;0;1A9p;0.00
5705;Šaltkalvių g. 58;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-2013-8012;3112.80;2586.80;1972;;Nerenovuotas;;50;0;1A5p;0.00
5706;Šaltkalvių g. 60;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-2013-9016;3562.06;3201.85;1972;;Nerenovuotas;;108;1;1A9p;0.00
5707;Šaltkalvių g. 64;UAB Orenus;Administravimas;2018-12-17 Nr. 30-3831/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1097-0023-8010;4642.62;3878.32;1970;;Nerenovuotas;;80;0;1A5p;0.00
5708;Šaltkalvių g. 68;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-1013-2013;3082.23;2547.00;1971;;Nerenovuotas;;50;0;1A5p;0.00
5709;Šaltkalvių g. 70;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-1013-3010;4688.56;3912.06;1971;;Nerenovuotas;;80;0;1A5p;0.00
5710;Šaltkalvių g. 72;UAB Orenus;Administravimas;2018-12-17 Nr. 30-3831/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1097-3012-9018;4696.05;4121.25;1973;;Nerenovuotas;;84;0;1A5p;0.00
5711;Šaltkalvių g. 8;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-8019-4014;3830.10;3537.05;1968;;Nerenovuotas;;136;0;1N5p;0.00
5712;Savanorių pr. 35;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-2030-4010;3434.64;2870.90;1962;;Nerenovuotas;;60;0;1A5b;0.00
5713;Savanorių pr. 36;UAB Naujininkų ūkis;Administravimas;2018-11-02 Nr. 30-3410/18(2.1.1E-TD2);2023-11-02;Gyvenamoji (trys ir daugiau butų);1096-4013-4018;5297.03;4422.27;1964;;Nerenovuotas;;100;0;1A5b;0.00
5714;Savanorių pr. 38;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-4013-5015;5276.50;4422.90;1964;;Nerenovuotas;;100;0;1A5b;0.00
5715;Savanorių pr. 40;UAB Naujininkų ūkis;Administravimas;2018 m. birželio 15 d. Nr. 30-2146;2023-06-15;Gyvenamoji (trys ir daugiau butų);1097-6008-6011;2969.29;2764.74;1976;;Nerenovuotas;;48;1;1A9b;0.00
5716;Savanorių pr. 40;UAB Naujininkų ūkis;Administravimas;2018 m. birželio 15 d. Nr. 30-2142;2023-06-15;Gyvenamoji (trys ir daugiau butų);1097-6008-6022;3011.49;2815.25;1977;;Nerenovuotas;;48;2;3A9b;0.00
5717;Savanorių pr. 40;UAB Namų ūkis;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1097-6008-6033;3016.71;2808.62;1977;;Nerenovuotas;;48;3;2A9b;0.00
5718;Savanorių pr. 42;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-4013-6012;3229.30;2701.20;1964;;Nerenovuotas;;60;0;1A5b;0.00
5719;Savanorių pr. 49;UAB Corpus A;Administravimas;2018-12-21 Nr. 30-3920/18(2.1.1E-TD2);2023-12-21;Gyvenamoji (trys ir daugiau butų);1095-4006-9016;6986.51;4077.64;1954;;Nerenovuotas;;62;9;1A4p;0.00
5720;Savanorių pr. 53;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-3007-2016;2018.29;821.10;1953;;Nerenovuotas;;9;5;1A3p;0.00
5721;Savanorių pr. 57;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0343-8017;208.65;208.65;1940;;Nerenovuotas;;4;0;1A2p;0.00
5722;Savanorių pr. 59;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-3007-3013;2885.73;1367.12;1953;;Nerenovuotas;;17;8;1A3p;0.00
5723;Savanorių pr. 62;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-0009-4011;3145.40;1375.38;1950;;Nerenovuotas;;24;7;1A3p;0.00
5724;Savanorių pr. 63;UAB ADMI;Administravimas;2018-12-19 Nr. 30-3869/18(2.1.1E-TD2);2023-12-19;Gyvenamoji (trys ir daugiau butų);1095-3007-5019;2036.73;1199.04;1953;;Nerenovuotas;;17;2;1A3p;0.00
5725;Šešėlių g. 10;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1097-3013-0017;137.73;128.28;1973;;Nerenovuotas;;5;1;1A1m;0.00
5726;Šešėlių g. 10A;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-8016-6012;752.73;536.24;1978;;Nerenovuotas;;10;1;1A2p;0.00
5727;Šešėlių g. 17;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-3013-1014;468.49;403.42;1973;;Nerenovuotas;;8;0;1A2p;0.00
5728;Šešėlių g. 19;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-5016-4015;474.09;403.30;1975;;Nerenovuotas;;8;0;1A2p;0.00
5729;Šešėlių g. 21;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-6012-7015;519.15;400.49;1976;;Nerenovuotas;;8;1;1A2p;0.00
5730;Sirpučių g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4192-0021-2010;282.91;262.14;1920;;Nerenovuotas;;5;0;1A1m;0.00
5731;Sirpučių g. 6;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4191-0004-8016;125.80;125.80;1910;;Nerenovuotas;;3;0;1A1m;0.00
5732;Sirpučių g. 8;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4194-0347-9015;201.12;201.12;1940;;Nerenovuotas;;4;0;1A1m;0.00
5733;Šlaito g. 12;UAB Administravimo centras Vilnietis;Administravimas;2018-12-17 Nr. 30-3843/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0497-9191;366.76;366.76;1910;;Nerenovuotas;;11;1;19N1m;0.00
5734;Sparno g. 11;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0358-1013;168.08;168.08;1940;;Nerenovuotas;;3;0;1A1m;0.00
5735;Sparno g. 13;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0358-2010;174.22;135.73;1940;;Nerenovuotas;;4;0;1A1m;0.00
5736;Sparno g. 3;UAB Naujininkų ūkis;Administravimas;2012-09-28 Nr. 30-1917;;Gyvenamoji (trys ir daugiau butų);1094-0358-0016;75.85;67.00;1940;;Nerenovuotas;;3;0;1A1m;0.00
5737;Speigo g. 10;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-4014-9012;756.88;491.76;1984;;Nerenovuotas;;8;0;1A2b;0.00
5738;Speigo g. 12;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4197-8017-4019;622.32;432.53;1984;;Nerenovuotas;;8;0;1A2p;0.00
5739;Speigo g. 14;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4197-8017-5016;562.48;449.75;1978;;Nerenovuotas;;8;0;1A2p;0.00
5740;Speigo g. 5;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-4015-1016;1002.18;739.06;1984;;Nerenovuotas;;12;0;1A3b;0.00
5741;Speigo g. 8;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-4015-0011;991.59;729.00;1984;;Nerenovuotas;;12;0;1A3b;0.00
5742;Šviesos g. 13;UAB Lazdynų butų ūkis;Administravimas;2018-12-18 Nr. 30-3856/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);7998-1002-5017;4130.32;3251.02;1981;;Nerenovuotas;;60;0;1A5b;0.00
5743;Šviesos g. 15;UAB Lazdynų butų ūkis;Administravimas;2018-12-18 Nr. 30-3856/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);7998-4002-1012;4014.84;3331.88;1984;;Nerenovuotas;;60;0;1A5b;0.00
5744;Šviesos g. 17;UAB Lazdynų butų ūkis;Administravimas;2018-12-18 Nr. 30-3856/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);7998-2002-8013;4113.02;3427.20;1982;;Nerenovuotas;;63;0;1A5b;0.00
5745;Šviesos g. 19;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7998-4002-2017;5443.03;4508.11;1991;;Nerenovuotas;;81;0;1A5b;0.00
5746;Šviesos g. 5;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7997-7003-6012;4433.54;3664.03;1977;;Nerenovuotas;;100;0;1A5b;0.00
5747;Šviesos g. 6;UAB Naujininkų ūkis;Administravimas;2012-09-28 Nr. 30-1917;;Gyvenamoji (trys ir daugiau butų);7998-9001-2010;2293.56;2175.23;1989;;Nerenovuotas;;40;0;1A5b;0.00
5748;Šviesos g. 7;UAB Lazdynų butų ūkis;Administravimas;2018-12-18 Nr. 30-3856/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);7997-8006-6017;5563.15;4623.45;1978;;Nerenovuotas;;90;0;1A5b;0.00
5749;Šviesos g. 7A;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7997-3008-1011;4435.96;3693.55;1973;;Nerenovuotas;;100;0;1A5b;0.00
5750;Šviesos g. 9;UAB Lazdynų butų ūkis;Administravimas;2018-12-18 Nr. 30-3856/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);7998-0002-6014;3936.52;3251.46;1980;;Nerenovuotas;;60;0;1A5b;0.00
5751;Telšių g. 11;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8022-2015;323.60;323.60;1958;;Nerenovuotas;;7;0;1A2p;0.00
5752;Telšių g. 13;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8022-3012;489.19;489.19;1958;;Nerenovuotas;;9;0;1A2p;0.00
5753;Telšių g. 15;UAB Rasų valda;Administravimas;2018-10-30 Nr. 30-3379/18(2.1.1E-TD2);2023-10-30;Gyvenamoji (trys ir daugiau butų);1094-0380-7012;217.12;217.12;1940;;Nerenovuotas;;4;0;1A1m;0.00
5754;Telšių g. 3;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8021-8013;458.27;370.46;1958;;Nerenovuotas;;8;0;1A2p;0.00
5755;Telšių g. 5;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8021-9010;465.90;377.20;1958;;Nerenovuotas;;8;0;1A2p;0.00
5756;Telšių g. 7;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8022-0010;328.35;325.62;1958;;Nerenovuotas;;6;0;1A2p;0.00
5757;Telšių g. 9;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8022-1018;470.26;470.26;1958;;Nerenovuotas;;9;0;1A2p;0.00
5758;Tiškevičiaus g. 10;UAB Naujininkų ūkis;Administravimas;;;Gyvenamoji (trys ir daugiau butų);4197-2022-6010;807.97;538.34;1972;;Nerenovuotas;;12;0;1A2p;0.00
5759;Tyzenhauzų g. 19B;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8022-6015;1140.47;987.55;1958;;Nerenovuotas;;35;0;1N2p;0.00
5760;Tyzenhauzų g. 33;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0400-6013;180.88;110.72;1940;;Nerenovuotas;;4;1;1A1m;0.00
5761;Tyzenhauzų g. 42;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0400-8019;91.29;91.29;1940;;Nerenovuotas;;3;0;1A1ž;0.00
5762;Tyzenhauzų g. 9;UAB Naujininkų ūkis;Administravimas;2018-11-02 Nr. 30-3410/18(2.1.1E-TD2);2023-11-02;Gyvenamoji (trys ir daugiau butų);1098-3013-4012;4635.34;4289.49;1983;;Nerenovuotas;;104;0;1N12p;0.00
5763;Trampolio g. 3;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4195-7014-6012;547.61;368.21;1957;;Nerenovuotas;;8;1;1A2p;0.00
5764;Tunelio g. 13;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0392-0010;119.17;119.17;1940;;Nerenovuotas;;3;0;1A1m;0.00
5765;Tunelio g. 14;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0392-1017;121.22;121.22;1940;;Nerenovuotas;;3;0;1A1m;0.00
5766;Ūmėdžių g. 3;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-5018-8011;2146.43;1775.09;1985;;Nerenovuotas;;40;0;1A5b;0.00
5767;V. Šopeno 1;UAB Naujininkų ūkis;Administravimas;2012-09-28 Nr. 30-1917;;Gyvenamoji (trys ir daugiau butų);1094-0072-4034;349.62;291.13;1940;;Nerenovuotas;;4;0;3A2p;0.00
5768;V. Šopeno 3B;UAB Senamiesčio ūkis;Administravimas;2019-01-07 Nr. 30-38/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1089-7000-1020;1954.74;1344.48;1940;;Nerenovuotas;;24;1;2A4p;0.00
5769;Vaikų g. 1;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4195-4007-8010;321.29;321.29;1954;;Nerenovuotas;;6;0;1A2p;0.00
5770;Vaikų g. 10;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4197-1020-1016;1895.16;1493.03;1971;;Nerenovuotas;;38;0;1A4p;0.00
5771;Vaikų g. 12;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-3014-4010;2208.16;1759.83;1983;;Nerenovuotas;;32;0;1A4p;0.00
5772;Vaikų g. 13;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-5016-4012;4257.97;3234.20;1985;;Nerenovuotas;;60;0;1A5b;0.00
5773;Vaikų g. 14;UAB Rasų valda;Administravimas;2018-10-30 Nr. 30-3379/18(2.1.1E-TD2);2023-10-30;Gyvenamoji (trys ir daugiau butų);4198-8019-9012;2798.34;2289.98;1989;;Nerenovuotas;;40;0;1A5p;0.00
5774;Vaikų g. 15;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-7022-0010;3949.73;3227.92;1987;;Nerenovuotas;;59;1;1A5b;0.00
5775;Vaikų g. 17;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-7021-9010;4145.03;3957.90;1987;;Nerenovuotas;;60;0;1A5b;0.00
5776;Vaikų g. 19;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-9020-0015;2810.73;2281.66;1989;;Nerenovuotas;;35;0;1A5p;0.00
5777;Vaikų g. 2;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4195-6017-7016;565.72;373.25;1956;;Nerenovuotas;;20;2;1N2p;0.00
5778;Vaikų g. 21;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4199-1012-9010;2810.64;2306.29;1989;;Nerenovuotas;;35;0;1A5p;0.00
5779;Vaikų g. 3;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4196-0038-9018;472.57;261.50;1960;;Nerenovuotas;;5;1;1A2p;0.00
5780;Vaikų g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4196-1017-4016;536.92;309.62;1962;;Nerenovuotas;;7;1;1A2p;0.00
5781;Vaikų g. 5;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4195-9016-0010;453.52;316.96;1959;;Nerenovuotas;;6;1;1A2p;0.00
5782;Vaikų g. 6;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4196-4014-5016;683.88;475.81;1960;;Nerenovuotas;;11;1;1A3p;0.00
5783;Vaikų g. 7;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4195-9016-1017;492.26;323.33;1959;;Nerenovuotas;;6;0;1A2p;0.00
5784;Vaikų g. 8;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4196-6019-9018;1528.03;1114.67;1966;;Nerenovuotas;;27;0;1A3p;0.00
5785;Vaivorykštės g. 12;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0419-1011;156.78;122.21;1940;;Nerenovuotas;;4;0;1A1m;0.00
5786;Vaivorykštės g. 18;UAB Rasų valda;Administravimas;2018-10-30 Nr. 30-3379/18(2.1.1E-TD2);2023-10-30;Gyvenamoji (trys ir daugiau butų);1098-8011-2012;2595.76;2283.61;1988;;Nerenovuotas;;38;1;1A9p;0.00
5787;Vaivorykštės g. 3;UAB Rasų valda;Administravimas;2018-12-17 Nr. 30-3832/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0418-8018;138.86;114.39;1940;;Nerenovuotas;;4;0;1A1m;0.00
5788;Vaivorykštės g. 9;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0419-0014;288.23;216.65;1940;;Nerenovuotas;;5;1;1A1m;0.00
5789;Vandentiekio g. 28;UAB Vilkpėdės būstas;Administravimas;2018-12-18 Nr. 30-3863/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);1096-1035-3012;1510.36;1217.53;1961;;Nerenovuotas;;32;1;1A4p;0.00
5790;Varėnos g. 12;UAB Rasų valda;Administravimas;2018-12-17 Nr. 30-3832/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0424-0017;108.43;108.43;1940;;Nerenovuotas;;4;0;1A1m;0.00
5791;Vėsos g. 18;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4194-0357-8013;236.41;209.56;1940;;Nerenovuotas;;5;0;1A2m;0.00
5792;Vilniaus g. 35;UAB Vilkpėdės būstas;Administravimas;2018-12-18 Nr. 30-3863/18(2.1.1E-TD2);2023-12-18;Gyvenamoji (trys ir daugiau butų);7995-7002-0014;274.89;274.89;1957;;Nerenovuotas;;5;0;1A2p;0.00
5793;Vilniaus g. 37;UAB Orenus;Administravimas;2018-12-17 Nr. 30-3831/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);7995-7002-1011;224.29;224.29;1957;;Nerenovuotas;;8;0;1A2p;0.00
5794;Vilniaus g. 39;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7995-7002-2016;222.50;222.50;1957;;Nerenovuotas;;8;0;1A2p;0.00
5795;Vilniaus g. 41;UAB Naujininkų ūkis;Administravimas;2018-11-02 Nr. 30-3410/18(2.1.1E-TD2);2023-11-02;Gyvenamoji (trys ir daugiau butų);7995-4003-2013;271.52;271.52;1954;;Nerenovuotas;;7;0;1A2p;0.00
5796;Vilniaus g. 43;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7996-0008-3010;513.77;351.18;1960;;Nerenovuotas;;8;0;1A2p;0.00
5797;Vilniaus g. 45, Grigiškės;UAB Naujininkų ūkis;Administravimas;2018-11-02 Nr. 30-3410/18(2.1.1E-TD2);2023-11-02;Gyvenamoji (trys ir daugiau butų);7996-1007-4016;722.77;545.52;1961;2015;Renovuotas;B;12;0;1A3p;0.00
5798;Vilniaus g. 47;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7996-2020-0015;1422.87;1068.70;1962;;Nerenovuotas;;24;1;1A3p;0.00
5799;Vilniaus g. 49;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7996-3005-6016;1438.82;1083.57;1963;;Nerenovuotas;;24;1;1A3p;0.00
5800;Vilniaus g. 51;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7996-5007-1010;1426.31;1065.70;1965;;Nerenovuotas;;24;0;1A3p;0.00
5801;Vilniaus g. 55;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7996-5007-2018;1379.64;1195.93;1965;;Nerenovuotas;;24;0;1A4p;0.00
5802;Vilniaus g. 57;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7998-3004-0010;5398.05;4751.29;1983;;Nerenovuotas;;136;3;1N5p;0.00
5803;Vilniaus g. 61;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7999-0009-3018;3627.96;2825.87;1990;;Nerenovuotas;;72;0;1A9pb;0.00
5804;Vilniaus g. 63;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7998-8002-8019;3923.05;3550.40;1988;;Nerenovuotas;;72;0;1A9p;0.00
5805;Vinkšnų g. 6;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1394-0001-0014;863.02;401.03;1940;;Nerenovuotas;;7;2;1A2p;32.51
5806;Vyšnių g. 2;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-5015-9016;2738.75;2293.99;1975;;Nerenovuotas;;40;0;1A5p;0.00
5807;Vyšnių g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-5016-0015;2886.39;2451.75;1975;;Nerenovuotas;;40;0;1A5p;0.00
5808;Vyšnių g. 6;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-6012-0012;2713.98;2279.11;1976;;Nerenovuotas;;40;0;1A5p;0.00
5809;Žalioji aikštė 6;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4195-0033-4013;288.06;179.05;1940;;Nerenovuotas;;4;0;1A1m;0.00
5810;Žalioji aikštė 7;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4194-0290-4015;439.84;439.84;1940;;Nerenovuotas;;12;0;1A1p;0.00
